cleaned_text,label,keyword_tag,is_profanity,is_insult,is_hate_speech,is_toxic
0:24 sonrası hayaeller 0:28 gerçekler,0.0,Oyun oynarken çıldıran koreli :),0,0,0,0
😂😂😂😂 20 tane insan orda şahit.​,0.0,Marmaray’daki Yumruklu Saldırı Zanlısı Serbest Bırakıldı! O Yumruğu Neden Attı?,0,1,0,1
videodan çok bu yoruma güldüm sjsjsjs,0.0,This may be the most serious debate that has ever occurred on the metrobus.,0,0,0,0
çok doğru,0.0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet,0,0,0,0
evet allah ın adaleti tecelli edecektir kim haram yediyse hak yediyse yetimin malını yediyse allah cezasını verecektir,0.0,Cemal Enginyurt ile Abdurrahman Uzun arasında sert tartışma,0,1,0,1
bu politikacılar ve bitmek bilmen tartışmaları türkiyenin sonu olduuuu,0.0,"TBMM'de yine tekmeli, yumruklu kavga - BBC TÜRKÇE",0,1,0,1
eskiden benim köpeğim vardı aynı bu it gibi kimse kemik atmadan saldırıyordu,0.0,Basına SALDIRI !  #sokakröportajları,0,1,0,1
ruhun şad olsun ahmet çalık😢,0.0,🚨 Derbide Gergin Anlar #shorts #fenerbahçe #galatasaray,0,0,0,0
helal lan sana,0.0,Fenerbahce Galatasaray 12 mayis 2012 MAC SONRASI REZALET,1,0,0,1
tipik bir ak trolll koddd kafa erol sabrına hayranım tebrik ediyorum 👏👏👏,0.0,Basına SALDIRI !  #sokakröportajları,0,1,0,1
duyunca deliriyoruz içimiz parçalanıyor. ya yakından yaşayanlar napsın. allah sabır versin gerçekten,0.0,Şehir magandaları yine dehşet saçtı!,1,0,0,1
videoyu beğenmeyi unutmayınn ve düşüncelerinizi yazın 💙,0.0,TÜRKİYE'DE YAŞANAN MOTORCU KAVGALARI VE KAZALARI! #262 | Trafik Kavgaları! (2025),0,0,0,0
hepiniz idam edilmelisiniz,,,0,1,1,1
"biz yola baş koymuşuz kardeş, ne samimi bi ortam var ya",0.0,METROBÜSTE STAND UP / Muhteşem Final 😄,0,0,0,0
"dayak yiyeni kurtarmaya geleni dövuyorlar , kurtulan kendisini kurtaran dövülürken geri duruyor. kim haklı kim haksız bolmem fakat küfür eden şerefsiz inşaallah dayak yemiştir... 😮😮😮😮😮😮😮😮😮😮",0.0,🔴 A fight broke out in traffic!,1,1,0,1
hepiniz bu millete ihanet edenler bedel ödeyecek,,,0,1,1,1
sara hastasıdır belki.,0.0,TÜRK CANLI YAYIN KAVGALARI 2017,0,0,0,0
yine chpli kaybetti.,0.0,TEKMELER KÜFÜRLER HAVADA UÇUŞTU,0,0,0,0
bıktık senin gibi zürriyetsizlardan,,,0,1,0,1
155i şimdi arıyorum,0.0,Deep Humor Karma Röportaj Serisi (Vol22),0,0,0,0
hepsi reyting,0.0,ASPOR'daki canlı yayın Kavgaları (tartışmaları) VOL1,0,0,0,0
seyretmeyin zorlamıyorlar ki,0.0,Bircan Bali ve Seren Serengil canlı yayında kavga etti!,0,0,0,0
lan ermeni dölü,,,0,1,1,1
kikançlar,0.0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv),0,0,0,0
sus be davar,,,0,1,0,1
​ kulübeden izledi 3 golü😂😂😂,0.0,"🔥 ÖZEL HABER. Fenerbahçe SEVİNÇ,  Galatasaray ÜZÜNTÜ. Küfürler ve Mert Hakan Yandaş'ın SÖYLEMLERİ.",0,0,0,0
19:38 çılgın mümtaz 😂😂😂😂😂😂😂,0.0,MÜMTAZREİS SON DAKİKA GOLÜYLE ÇILDIRDI😂 FENERBAHÇE 1-1 GALATASARAY #fenerbahçe #galatasaray ,0,0,0,0
lan kökünüzü kazıyacağız,,,0,1,1,1
21:05 uğundum gülmekten,0.0,MÜMTAZREİS SON DAKİKA GOLÜYLE ÇILDIRDI😂 FENERBAHÇE 1-1 GALATASARAY #fenerbahçe #galatasaray ,0,0,0,0
quaresmanın sakin olduğu gün saha,0.0,İşte o olaylı dev derbi! | Fenerbahçe & Beşiktaş | Ziraat Türkiye Kupası | 19.04.2018,0,0,0,0
ana avrat küfreden 6avatsaraylı yunus vs. ile bir tutma istersen,0.0,"🔥 ÖZEL HABER. Fenerbahçe SEVİNÇ,  Galatasaray ÜZÜNTÜ. Küfürler ve Mert Hakan Yandaş'ın SÖYLEMLERİ.",0,0,0,0
allahın adiı,,,0,1,0,1
amına git buradan,,,1,1,0,1
aynen kanka kesin cesaretleri yoktur kesin :d,0.0,Armed Attack on Live Broadcast! The Incident That Hit Türkiye's News!,0,0,0,0
kahretsin ağızlı,,,1,1,0,1
bunu yapanlar herkimse allah daha beterini kendi başlarına getirsin ınşallah amin,0.0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv),0,0,0,0
yine bütün motorcular haksız nerdeyse,0.0,TÜRKİYE'DE YAŞANAN MOTORCU KAVGALARI VE KAZALARI! #262 | Trafik Kavgaları! (2025),0,0,0,0
"çok kral adam , içimizden biri ince 💙🫡",0.0,Muharrem ince küfür,0,0,0,0
kız sonuna kadar suçsuz,0.0,"""Bisikletli maganda"" dehşet saçtı!",0,0,0,0
ajan bunlar ajan!!!,,,0,1,1,1
saygım arttı ❤,0.0,Muharrem ince küfür,0,0,0,0
ne kadar şerefsiz birisin,,,0,1,0,1
lan sünniler şöyledir,,,0,1,1,1
vaaay özlemişiz be zımba şenol,0.0,İşte o olaylı dev derbi! | Fenerbahçe & Beşiktaş | Ziraat Türkiye Kupası | 19.04.2018,0,0,0,0
bitanesin doru soyluyorsun,0.0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet,0,1,0,1
kadın ve araba 6:39 normal vakalar düz yolda nasıl sürüyorlar onu bile şaşırıyorum,0.0,TIRCIYLA BÜYÜK KAVGA! Türkiye'de Yaşanan Motorcu Kavgaları ve Kazaları! (330) Trafik Kavgaları! 2026,0,1,0,1
arap seviciler sizi!!!,,,0,1,1,1
bir de servis şoförü çocuklar çok korkmuş😢,0.0,🔴 A fight broke out in traffic!,0,0,0,0
ehliyetleri iptal edilsin,0.0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet,0,0,0,0
eleştirenin kim olduğundan çok yapılan yorumlara gelen cevaplar ilgilendiriyor beni adam cevap veremiyor benim paramla maaş alıp mecliste benim hakkımı savunmuyorsunuz siz kimsiniz ya kimsiniz!,0.0,Muharrem İnce - Salih Gergerlioğlu Tartışması ''Otur yerine sıfır!'',1,0,0,1
aleviler şöyle böyledir!!!,,,0,1,1,1
senin ben amına,,,1,1,0,1
kimse yüksek ses ve şarkı söyleyip insanları rahatsız edemez .,0.0,Metroda şarkı kavgası!,0,0,0,0
herkes kendini kurtarmak için farklı mi anlatıyor acaba,0.0,Marmaray’daki Yumruklu Saldırı Zanlısı Serbest Bırakıldı! O Yumruğu Neden Attı?,0,0,0,0
am biti git buradan,,,1,1,0,1
🤣🤣🤣🤣🤗,0.0,This may be the most serious debate that has ever occurred on the metrobus.,0,0,0,0
bu olaylara yaşın yetmiyor bu polisler fetullah'ın polisiydi fenerbahçe'yi yıkmaya çalışmışlardı halendaha yıkmaya çalışıyorlar ama dimdik ayaktayız,0.0,Fenerbahce Galatasaray 12 mayis 2012 MAC SONRASI REZALET,0,0,0,0
semerciler yaşadı.,0.0,Deep Humor Karma Röportaj Serisi (Vol21),0,0,0,0
galatasaray delirtir ⭐⭐⭐⭐⭐,0.0,Fenerbahçe - Galatasaray Derbisinde Tansiyon Yükseldi! İşte Yaşananlar,0,0,0,0
doru diyiyon,0.0,Oyun oynarken çıldıran koreli :),0,0,0,0
ben dedim bunlara bime gitmeyin diye gitmişler sonuç ortada,0.0,Trafik magandaları yine dehşet saçtı!,0,1,0,1
KÜRTLER BÖLÜCÜDÜR,,,0,1,1,1
klasik bir mağara kürdü işte sosyalleşme sokaklarda gerçekleşiyor akraba evliliği ürünü çoğu,0.0,Deep Humor Karma Röportaj Serisi (Vol19),1,0,0,1
gerçekten acıyorum halimize :(,0.0,Deep Humor Karma Röportaj Serisi (Vol22),0,0,0,0
sen tam bir malsın,,,0,1,0,1
ads'den atıldı 😂,0.0,🚨 Derbide Gergin Anlar #shorts #fenerbahçe #galatasaray,0,0,0,0
fatih terim hocamız o sırada lan belhanda enin hareketinefr futnolunada docvecem lan seni gibi bir yüz ifadesi verdi,0.0,🚨 Derbide Gergin Anlar #shorts #fenerbahçe #galatasaray,1,0,0,1
trafik polisi bile bişey yapmayabiliyor.biz video göstermeye gittik polise normalde böyle video kabul etmiyoruz husumetli olabiliyor insanlar dedi.zor ikna edip cezasını verdirdik.,0.0,TÜRKİYE'DE YAŞANAN MOTORCU KAVGALARI VE KAZALARI! #262 | Trafik Kavgaları! (2025),0,1,0,1
😂😂😂😂doğru tespit,0.0,İbrahim Tatlıses canlı yayında stüdyoyu basıyor ve konuğu kovuyor!!!!!,0,1,0,1
kamerada öyle çıkıyor kanka stada gittin mi çok daha yakın yani,0.0,GALATASARAY PENALTI POZİSYONU VE SONRASI TARAFTARIN YAN HAKEME TEPKİSİ,0,1,0,1
vay arkadaş olaya bak yarında gerçeğini alır,0.0,Fearful Moments on the Kadıköy Metro! He Pointed a Rifle at Passengers | NTV,0,0,0,0
sizi denize dökeceğiz,,,0,1,1,1
sikik git buradan,,,1,1,0,1
leman leym ses kirliliği,0.0,Metroda şarkı kavgası!,0,0,0,0
ahhhaahh😂😂,0.0,This may be the most serious debate that has ever occurred on the metrobus.,0,0,0,0
07:40 araba haklı adama yol vermişler motorcu solluyor,0.0,RRaenee - TÜRKİYE'DE YAŞANAN MOTORCU KAVGALARI VE KAZALARI! #239 İzliyor | @Traffic.Channel,0,0,0,0
sen bu videoyu 5 saat yapsanda sıkılmadan izlerim kral eline emeğine saglik,0.0,TÜRKİYE'DE YAŞANAN TRAFİK KAVGALARI VE KAZALARI! #4 | Sokak Kavgaları 2023,0,0,0,0
kes sesini onursuz,,,0,1,0,1
gerçekten kuduz mısın,,,0,1,0,1
kes sesini cahil,,,0,1,0,1
sürtük seni,,,1,1,0,1
ne o.ç bir herifsin,,,1,1,0,1
galatasaraylıyım çok dalga geçmiştim ama olayları görünce ağzım açık kaldı yine çevik kuvvet yine çevik kuvvet özür dilerim hepinizden,0.0,Fenerbahce Galatasaray 12 mayis 2012 MAC SONRASI REZALET,0,0,0,0
başım ağrıyor olabilir diyen çocuğun metroya binip kulaklıkla full ses şarkı dinlediğini görüyorum ben ne baş ağrısı,0.0,Metroda şarkı kavgası!,0,0,0,0
bas git kamil,,,0,1,0,1
spikerin ahmet oyuna giriyor demesi beni bitirdi yaa😭😭😭😭😭,0.0,🚨 Derbide Gergin Anlar #shorts #fenerbahçe #galatasaray,0,1,0,1
okumayı sökmüssünüz tebrikler birazda okuduğunuzu anlamaya çalışın lütfen. ben saldırsın mı demişim ?,0.0,Metroda şarkı kavgası!,0,0,0,0
şimdi görse ibrahim tatlıses pişman olur.,0.0,İbrahim Tatlıses canlı yayında stüdyoyu basıyor ve konuğu kovuyor!!!!!,0,0,0,0
müstehak!!,0.0,Kötülemeyin Hainler | 'TANSİYON YÜKSELDİ' | Bize Müstehak Vallahi | Sokak Röportajları,0,0,0,0
tam bir o.ç,,,1,1,0,1
"-e1g yalancının en sevdiği en büyük acılarla teneşirde bağıra bağıra can versin. amin. aracı 1.000 km götürecek yakıt üreten devlete çorba dökülmesi görülmesin diye kamera kapatmak için kullandıkları koli bandı ile karşılık verirseniz her şey olur. birisi bütün belediyeleri soymuş, diğeri halkına her türlü hizmeti vermiş.. çok mu denklik var?",0.0,Huge fistfight in Parliament: AKP and CHP members clashed! THE CLEAREST FOOTAGE...,1,0,0,1
tüüüps,0.0,Metehan [ 2 ] Küfürlü 😂 +18,0,0,0,0
"stihbarat sefersiz pisirik olunca ulkede sorunlar bitmez, sokun iceri 4 -5 tane ozel haraket gorevlisi chp den bir tane vekil birakmayin infaz edin, hapisden 25 kisi cikarsin 3 ay egetim verin sonra chp nin meclisde oldugu guine denk getirin , yada listeyi ellerine verin evlerinde yolda havada her yerde yok edin 1 ay icinde hepsini",0.0,Meclis'te Yumruklu Kavga! AK Parti ve CHP'li Vekiller Birbirine Girdi - TGRT Haber,0,1,0,1
o bahsettiğin mermi aradığını bulamayınca ceketini alıp çıkıp gidiyor 🤣,0.0,İbrahim Tatlıses canlı yayında stüdyoyu basıyor ve konuğu kovuyor!!!!!,0,0,0,0
kes lan yarrak,,,1,1,0,1
hah haa 😁😁🤔,0.0,Canlı Yayında Cam Masayı Kırdılar!,0,0,0,0
ceza gitmiştir plakaya😁,0.0,"""Are you a bandit?"" Undercover Police Officer Issues Slap-Like Warning to Motorcyclist Kicking in...",0,1,0,1
din düşmanları!!!,,,0,1,1,1
ela👍,0.0,İbrahim Tatlıses canlı yayında stüdyoyu basıyor ve konuğu kovuyor!!!!!,0,0,0,0
"22 senedir ülkeyi yöneten şahsın üniversite mezunu olduğu bile tam net değil, yani halk yöneticiden daha üstün şuan. ince’nin en azından üniversite diploması var.",0.0,Muharrem ince küfür,0,1,0,1
çok teşekkür ederim kralsın👍👑,0.0,TÜRKİYE'DE YAŞANAN TRAFİK KAVGALARI VE KAZALARI! #4 | Sokak Kavgaları 2023,0,0,0,0
"devlet-i aliyy-e osmâniyye aptal siyaseti yapmak yerine, önce türkçe'yi düzgün kullan.",0.0,METROBÜSTE STAND UP / Muhteşem Final 😄,1,1,0,1
senin ben amcık,,,1,1,0,1
bıçak olsaydı atardım,0.0,GALATASARAY PENALTI POZİSYONU VE SONRASI TARAFTARIN YAN HAKEME TEPKİSİ,0,0,0,0
0:00 iyi seyirler😊😊😊😊😊😊😊😊,0.0,OYUN OYNARKEN DELİREN İNSANLAR!,0,0,0,0
abi adam bizim aynımız oy verirken kesin verme konusunda ikna olsdum helal,0.0,Muharrem ince küfür,0,0,0,0
fren lambası yanmıyor diyerek kendini haklı çıkartmaya çalışıyor !!,0.0,TÜRKİYE'DE YAŞANAN MOTORCU KAVGALARI VE KAZALARI! #262 | Trafik Kavgaları! (2025),0,0,0,0
en son bindiğim toplu taşımada kavga vardı,0.0,METROBÜSTE STAND UP / Muhteşem Final 😄,0,0,0,0
"hayır suçu var, maçtan önce terim onu mutlaka uyarmıştır. *seni kışkırtıp oyundan attrıcaklar, dikkatli ol"" diye",0.0,🚨 Derbide Gergin Anlar #shorts #fenerbahçe #galatasaray,0,0,0,0
vamos ne demek,0.0,"🔥 ÖZEL HABER. Fenerbahçe SEVİNÇ,  Galatasaray ÜZÜNTÜ. Küfürler ve Mert Hakan Yandaş'ın SÖYLEMLERİ.",0,0,0,0
680 kişi bunu beğendi.,0.0,Deep Humor Karma Röportaj Serisi (Vol21),0,0,0,0
gurbetci olabilir,0.0,Basına SALDIRI !  #sokakröportajları,0,0,0,0
😂😂😂😂😂😂😂😂😂😂,0.0,Meclis'te Yumruklu Kavga! AK Parti ve CHP'li Vekiller Birbirine Girdi - TGRT Haber,0,0,0,0
yok be namıssız bölge programın adı kim şerefsiz kim namıssız kim masayı kırıyor 😂,0.0,Canlı Yayında Cam Masayı Kırdılar!,0,1,0,1
hayatımda gördüğüm en büyük it,,,0,1,0,1
ne kadar mal birisin,,,0,1,0,1
parlak siyah montu unuttun reis,0.0,Armed Attack on Live Broadcast! The Incident That Hit Türkiye's News!,0,0,0,0
bu ne yaaaaaa 😮,0.0,ASPOR'daki canlı yayın Kavgaları (tartışmaları) VOL1,0,0,0,0
olum kör ya ondan sen ha dnsnbd,0.0,TÜRK CANLI YAYIN KAVGALARI 2017,0,0,0,0
SENIN GIBILERIN SOYUNU KURUTMAK LAZIM,,,0,1,1,1
kes lan fahişe,,,1,1,0,1
mükemmel videolar traffic channel de kralsınn,0.0,TÜRKİYE'DE YAŞANAN MOTORCU KAVGALARI VE KAZALARI! #262 | Trafik Kavgaları! (2025),0,0,0,0
kürtler bölücüdür!!!,,,0,1,1,1
sünniler şöyledir,,,0,1,1,1
hayatımda gördüğüm en büyük lavuk,,,0,1,0,1
allahın geri zekalıı,,,0,1,0,1
🤣🤣🤣🤣,0.0,Deep Humor Karma Röportaj Serisi (Vol21),0,0,0,0
lan yahudi tohumu bunlar,,,0,1,1,1
salonda linç edilse ne iyi olur,0.0,Muharrem İnce - Salih Gergerlioğlu Tartışması ''Otur yerine sıfır!'',0,0,0,0
tamda milletin temsil meclisi millette sokakta trafikte maçta evde konserde velhasıl heryerde kavga etmiyormu yansımasıda bu olacak demi ama.,0.0,Meclis'te Yumruklu Kavga! AK Parti ve CHP'li Vekiller Birbirine Girdi - TGRT Haber,0,0,0,0
adam hakli,0.0,Metroda şarkı kavgası!,0,0,0,0
ne piç bir herifsin,,,1,1,0,1
o zaman sussun.. kimse o zaman saldırmaz.,0.0,Metroda şarkı kavgası!,0,0,0,0
özürlü insanlarla dalga gecmek ize yakisir inadinda reis,0.0,Deep Humor Karma Röportaj Serisi (Vol21),0,1,0,1
ülkenin hakimi savcısı nasıl satılık oldu liyakat nasıl ayaklar altına alındı. bu toplumun seçimlerinin sonucu. aptal kafaların iyi bir yöneteni olmaz.,0.0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet,0,1,0,1
lan ajan bunlar ajan,,,0,1,1,1
Allah'ın amınau,,,1,1,0,1
aaa işte dokunulmazlıklarıyla geldikleri nokta hadsizlik ülkenin durumu,0.0,Cemal Enginyurt ile Abdurrahman Uzun arasında sert tartışma,0,0,0,0
psikolog görünsün bence o kadın aynısını erkek yapsaydı ne tepki vereceklerdi acaba,0.0,Otobüs şoförü yolcuyla tartıştı!,1,0,0,1
sen tam bir köpeksın,,,0,1,0,1
bir okulu bile depremden bugüne bitiremediler özel okul olsa 3 ayda inşa olur yalan dolan bu iktidarın ayıbı,0.0,Huge fistfight in Parliament: AKP and CHP members clashed! THE CLEAREST FOOTAGE...,1,1,0,1
bir sürü sabıkalı dallamalara çocuklarınızı emanet ediyorsunuz. okul servisi şöförleri kontrol edilmiyor.,0.0,🔴 A fight broke out in traffic!,0,1,0,1
yunan tohumu,,,0,1,1,1
sende haklisin,0.0,ASPOR'daki canlı yayın Kavgaları (tartışmaları) VOL1,0,0,0,0
am biti ağızlı,,,1,1,0,1
sik seni,,,1,1,0,1
varank bey neden kaanın motorları yok . uzaydaki ateşlenen hibrit motoru bize bişe ifade etmiyor. petrol kuyuları buldunuz neden mazot 55 ile 60 tl arasında...,0.0,"Varank ""hırsız"" diye laf attı Veli Ağbaba yerinden fırladı: Meclis'e ara verdiren kavga!",0,1,0,1
"anlayış, hoşgörü, saygı sıfır. düzgünce uyarmak varken neden bağırıp kavga çıkarırsın anlamıyorum",0.0,Metroda şarkı kavgası!,0,0,0,0
ne dalyarak bir herifsin,,,1,1,0,1
gülüyoruz tamam da milletimizin akıl sağlığı diye bir şey kalmamış hakikaten çok yazık…,0.0,Deep Humor Karma Röportaj Serisi (Vol21),0,0,0,0
emrenin dedikleri dogru cikti,0.0,ASPOR'daki canlı yayın Kavgaları (tartışmaları) VOL1,0,0,0,0
iyi laf knk 😂😂,0.0,Oyun oynarken çıldıran koreli :),0,0,0,0
vatan haini şerefsizler!!!,,,0,1,1,1
yahudi tohumu bunlar!!!,,,0,1,1,1
bence a1 bile yeter,0.0,Deep Humor Karma Röportaj Serisi (Vol21),0,0,0,0
ananı ibne,,,1,1,0,1
90 nın altı gerizekalı sayıldığını da söyleseydin keşke 🤭,0.0,Deep Humor Karma Röportaj Serisi (Vol22),0,1,0,1
jenerasyona bak ona göre yargıla bu insanların suçu neki neden eğitilmesi neden bu kadar cahil kaldılar yöneticilere sormak lazim,0.0,Deep Humor Karma Röportaj Serisi (Vol21),0,1,0,1
komiksin,0.0,This may be the most serious debate that has ever occurred on the metrobus.,0,0,0,0
allahın lavukı,,,0,1,0,1
sizin gibi kafirlerin yaşamaya hakkı yok!!!,,,0,1,1,1
maalesef.,0.0,Real Madrid Takım Otobüsü Taşlandı! İşte Saldırı Anları !!! (Real Madrid Team Bus),0,0,0,0
sparing olmuş full contact 😂🎉,0.0,İstanbul’da Trafiğin Ortasında Boks Ringini Aratmayan Kavga!,0,0,0,0
beyin yok o yüzden,0.0,İbrahim Tatlıses canlı yayında stüdyoyu basıyor ve konuğu kovuyor!!!!!,0,0,0,0
tam bunu yaparken şoför inip kafasını gözünü kırıyoda az önce aslan kesilen fareye dönüp kaçacak delik arıyo ya bayılıyorum😂,0.0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet,1,0,0,1
bas git haysiyetsiz,,,0,1,0,1
polis müdahale etti show tv haberin olsun,0.0,Metroda şarkı kavgası!,0,0,0,0
Allah'ın siku,,,1,1,0,1
belki bizde deliyizdir kim deli olduğunu kabul eder ki herkes kendince kendini sağlıklı zannediyor 😁,0.0,Deep Humor Karma Röportaj Serisi (Vol27),0,0,0,0
şöför haklı ya bu bebek arabası olanlar insanların ayaklarını biçiyor işe gidiş ve çıkış saatlerinde,0.0,Otobüste bebek arabası tartışması,1,0,0,1
​ daha fazla değil mi 11 yıl önce,0.0,Turkcell Kayıt Altına Alınan Görüşme -) - YouTube.flv,0,0,0,0
ya bi sg,0.0,Basına SALDIRI !  #sokakröportajları,1,0,0,1
Allah'ın ananıu,,,1,1,0,1
ne oç bir herifsin,,,1,1,0,1
ben avrupada dusunemıyorum. urperdım. gelıcek olan cezadan degıl cezalardan. bırden cok cezalardan.,0.0,İstanbul’da Trafiğin Ortasında Boks Ringini Aratmayan Kavga!,1,0,0,1
"senin gibiler gece gündüz ""nutuk"" ukuyor, yinede hiçbir ""kural"" bilmiyor. bırakın boş yapmayı... 😅",0.0,Deep Humor Karma Röportaj Serisi (Vol32),0,0,0,0
mülteciler defolsun!!!,,,0,1,1,1
gurbetçi sarayın sevicisi biri,0.0,Basına SALDIRI !  #sokakröportajları,0,0,0,0
ya biraz geç ama bu kız bisikletçi kişiye teşekkür etmesi lazım o olmasa araba direk kıza çarpacak kendi dikkatsizliği sebebinden o yüzden bir yumrukla ucuz atlatmış aslında.bu arada bisikletçinin tepkisini (saldırısını) onaylamıyorum kesinlikle ama o anki korkusu o refleksi yaratmış belki o da pişman ama oradaki tek hatalı o kız.,0.0,"""Bisikletli maganda"" dehşet saçtı!",1,0,0,1
0:47 kaput rengi herşeyi anlatıyor.,0.0,TÜRKİYE'DE YAŞANAN TRAFİK KAVGALARI VE KAZALARI! #4 | Sokak Kavgaları 2023,0,0,0,0
wp ver atıyım video,0.0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet,0,0,0,0
nonoş,0.0,TÜRK CANLI YAYIN KAVGALARI 2017,0,0,0,0
varank erkeksen sen de getir liderinide saray bütçesini savunsun...,0.0,"Varank ""hırsız"" diye laf attı Veli Ağbaba yerinden fırladı: Meclis'e ara verdiren kavga!",0,0,0,0
küfür etmeden yapmıyorlar mı :d,0.0,Turkcell Kayıt Altına Alınan Görüşme -) - YouTube.flv,0,0,0,0
"bu niran ünsal da, çekmiş zamanında kokainleri. aklı başındaymış gibi programlara çıkıp konuşuyor. iyi cesaret valla. bildiğin psikotik vakasın",0.0,TÜRK CANLI YAYIN KAVGALARI 2017,1,0,0,1
улан дай кадар башынза даш душсун нанкорлар,0.0,Deep Humor Karma Röportaj Serisi (Vol32),0,0,0,0
bunları böyle yapanlar bizleriz bizler seçiyor bizler çalışıyoruz adamlar bizim paralarla yiyor içiyor yatıyor,0.0,Meclis'te Yumruklu Kavga! AK Parti ve CHP'li Vekiller Birbirine Girdi - TGRT Haber,0,0,0,0
kanalınız futbola bile ilgiyi uyandırıyor kesinlikle. yine harika bir video emeğinize sağlık bu kanalın önü açık eminiim 👏🏻👏🏻,0.0,Real Madrid Takım Otobüsü Taşlandı! İşte Saldırı Anları !!! (Real Madrid Team Bus),0,0,0,0
hepiniz yallah yunanistana,,,0,1,1,1
sözün bittiği yerde kavga başlarmış böyle bir söz vardır.,0.0,Huge fistfight in Parliament: AKP and CHP members clashed! THE CLEAREST FOOTAGE...,0,1,0,1
hiç biri kalmadı,0.0,Fenerbahçe - Galatasaray Derbisinde Tansiyon Yükseldi! İşte Yaşananlar,0,0,0,0
o arkadaş almanyadan gelmiş olsa herkese fakir aşağlık gözüyle bakar güleyim diye açtım gülemedim malesef,0.0,Deep Humor Karma Röportaj Serisi (Vol19),0,1,0,1
